locationID,locationState,PostCode,City
291,NSW,2112,PUTNEY
292,NSW,2112,RYDE
293,NSW,2113,EAST RYDE
294,NSW,2113,MACQUARIE CENTRE
295,NSW,2113,MACQUARIE PARK
296,NSW,2113,NORTH RYDE
297,NSW,2114,DENISTONE
298,NSW,2114,DENISTONE WEST
299,NSW,2114,MEADOWBANK
300,NSW,2114,MELROSE PARK
301,NSW,2114,WEST RYDE
302,NSW,2115,ERMINGTON
303,NSW,2116,RYDALMERE
304,NSW,2117,DUNDAS
305,NSW,2117,DUNDAS VALLEY
306,NSW,2117,OATLANDS
307,NSW,2117,TELOPEA
308,NSW,2118,CARLINGFORD
309,NSW,2118,CARLINGFORD COURT
310,NSW,2118,CARLINGFORD NORTH
311,NSW,2118,KINGSDENE
312,NSW,2119,BEECROFT
313,NSW,2119,CHELTENHAM
314,NSW,2120,PENNANT HILLS
315,NSW,2120,THORNLEIGH
316,NSW,2120,WESTLEIGH
317,NSW,2121,EPPING
318,NSW,2121,NORTH EPPING
319,NSW,2122,EASTWOOD
320,NSW,2122,MARSFIELD
321,NSW,2123,PARRAMATTA
322,NSW,2124,PARRAMATTA
323,NSW,2125,WEST PENNANT HILLS
324,NSW,2126,CHERRYBROOK
325,NSW,2127,NEWINGTON
326,NSW,2127,SYDNEY OLYMPIC PARK
327,NSW,2127,WENTWORTH POINT
328,NSW,2128,SILVERWATER
329,NSW,2129,SYDNEY MARKETS
330,NSW,2131,ASHFIELD
331,NSW,2133,ENFIELD SOUTH
332,NSW,2136,ENFIELD
333,NSW,2137,CABARITA
334,NSW,2137,NORTH STRATHFIELD
335,NSW,2138,LIBERTY GROVE
336,NSW,2138,RHODES
337,NSW,2139,CONCORD REPATRIATION HOSPITAL
338,NSW,2140,HOMEBUSH
339,NSW,2140,HOMEBUSH SOUTH
340,NSW,2140,HOMEBUSH WEST
341,NSW,2141,BERALA
342,NSW,2141,LIDCOMBE
343,NSW,2141,LIDCOMBE NORTH
344,NSW,2141,ROOKWOOD
345,NSW,2142,CAMELLIA
346,NSW,2142,CLYDE
347,NSW,2142,GRANVILLE
348,NSW,2142,HOLROYD
349,NSW,2142,ROSEHILL
350,NSW,2142,SOUTH GRANVILLE
351,NSW,2143,BIRRONG
352,NSW,2143,POTTS HILL
353,NSW,2143,REGENTS PARK
354,NSW,2143,REGENTS PARK DC
355,NSW,2144,AUBURN
356,NSW,2145,GIRRAWEEN
357,NSW,2145,GREYSTANES
358,NSW,2145,MAYS HILL
359,NSW,2145,PEMULWUY
360,NSW,2145,PENDLE HILL
361,NSW,2145,SOUTH WENTWORTHVILLE
362,NSW,2145,WENTWORTHVILLE
363,NSW,2145,WESTMEAD
364,NSW,2146,OLD TOONGABBIE
365,NSW,2146,TOONGABBIE
366,NSW,2146,TOONGABBIE EAST
367,NSW,2147,KINGS LANGLEY
368,NSW,2147,LALOR PARK
369,NSW,2147,SEVEN HILLS
370,NSW,2147,SEVEN HILLS WEST
371,NSW,2148,ARNDELL PARK
372,NSW,2148,HUNTINGWOOD
373,NSW,2148,KINGS PARK
374,NSW,2148,MARAYONG
375,NSW,2148,PROSPECT
376,NSW,2150,HARRIS PARK
377,NSW,2150,PARRAMATTA
378,NSW,2150,PARRAMATTA WESTFIELD
379,NSW,2151,NORTH PARRAMATTA
380,NSW,2151,NORTH ROCKS
381,NSW,2152,NORTHMEAD
382,NSW,2153,BAULKHAM HILLS
383,NSW,2153,BELLA VISTA
384,NSW,2153,NORWEST
385,NSW,2154,CASTLE HILL
386,NSW,2155,BEAUMONT HILLS
387,NSW,2155,KELLYVILLE
388,NSW,2155,KELLYVILLE RIDGE
389,NSW,2155,NORTH KELLYVILLE
390,NSW,2155,ROUSE HILL
391,NSW,2156,ANNANGROVE
392,NSW,2156,GLENHAVEN
393,NSW,2156,KENTHURST
394,NSW,2157,CANOELANDS
395,NSW,2157,FOREST GLEN
396,NSW,2157,GLENORIE
397,NSW,2158,DURAL
398,NSW,2158,DURAL DC
399,NSW,2158,MIDDLE DURAL
400,NSW,2158,ROUND CORNER
401,NSW,2159,ARCADIA
402,NSW,2159,BERRILEE
403,NSW,2159,FIDDLETOWN
404,NSW,2159,GALSTON
405,NSW,2160,MERRYLANDS
406,NSW,2160,MERRYLANDS WEST
407,NSW,2161,GUILDFORD
408,NSW,2161,GUILDFORD WEST
409,NSW,2161,OLD GUILDFORD
410,NSW,2161,YENNORA
411,NSW,2162,CHESTER HILL
412,NSW,2162,SEFTON
413,NSW,2163,CARRAMAR
414,NSW,2163,LANSDOWNE
415,NSW,2163,VILLAWOOD
416,NSW,2164,SMITHFIELD
417,NSW,2164,SMITHFIELD WEST
418,NSW,2164,WETHERILL PARK
419,NSW,2164,WETHERILL PARK BC
420,NSW,2165,FAIRFIELD
421,NSW,2165,FAIRFIELD EAST
422,NSW,2165,FAIRFIELD HEIGHTS
423,NSW,2165,FAIRFIELD WEST
424,NSW,2166,CABRAMATTA
425,NSW,2166,CABRAMATTA WEST
426,NSW,2166,CANLEY HEIGHTS
427,NSW,2166,CANLEY VALE
428,NSW,2166,LANSVALE
429,NSW,2167,GLENFIELD
430,NSW,2168,ASHCROFT
431,NSW,2168,CARTWRIGHT
432,NSW,2168,GREEN VALLEY
433,NSW,2168,HECKENBERG
434,NSW,2168,HINCHINBROOK
435,NSW,2168,MILLER
436,NSW,2168,SADLEIR
437,NSW,2170,CASULA
438,NSW,2170,CASULA MALL
439,NSW,2170,CHIPPING NORTON
440,NSW,2170,HAMMONDVILLE
441,NSW,2170,LIVERPOOL
442,NSW,2170,LIVERPOOL SOUTH
443,NSW,2170,LIVERPOOL WESTFIELD
444,NSW,2170,LURNEA
445,NSW,2170,MOOREBANK
446,NSW,2170,PRESTONS
447,NSW,2170,WARWICK FARM
448,NSW,2171,CARNES HILL
449,NSW,2171,CECIL HILLS
450,NSW,2171,ELIZABETH HILLS
451,NSW,2171,HORNINGSEA PARK
452,NSW,2171,HOXTON PARK
453,NSW,2171,LEN WATERS ESTATE
454,NSW,2171,MIDDLETON GRANGE
455,NSW,2171,WEST HOXTON
456,NSW,2172,PLEASURE POINT
457,NSW,2172,SANDY POINT
458,NSW,2172,VOYAGER POINT
459,NSW,2173,HOLSWORTHY
460,NSW,2173,WATTLE GROVE
461,NSW,2174,EDMONDSON PARK
462,NSW,2175,HORSLEY PARK
463,NSW,2176,ABBOTSBURY
464,NSW,2176,EDENSOR PARK
465,NSW,2176,GREENFIELD PARK
466,NSW,2176,PRAIRIEWOOD
467,NSW,2176,ST JOHNS PARK
468,NSW,2176,WAKELEY
469,NSW,2178,CECIL PARK
470,NSW,2178,KEMPS CREEK
471,NSW,2179,AUSTRAL
472,NSW,2179,LEPPINGTON
473,NSW,2190,CHULLORA
474,NSW,2190,GREENACRE
475,NSW,2191,BELFIELD
476,NSW,2192,BELMORE
477,NSW,2193,ASHBURY
478,NSW,2193,CANTERBURY
479,NSW,2193,HURLSTONE PARK
480,NSW,2194,CAMPSIE
481,NSW,2195,LAKEMBA
482,NSW,2195,LAKEMBA DC
483,NSW,2195,WILEY PARK
484,NSW,2196,PUNCHBOWL
485,NSW,2196,ROSELANDS
486,NSW,2197,BASS HILL
487,NSW,2198,GEORGES HALL
488,NSW,2199,YAGOONA
489,NSW,2199,YAGOONA WEST
490,NSW,2200,BANKSTOWN
491,NSW,2200,BANKSTOWN AERODROME
492,NSW,2200,BANKSTOWN NORTH
493,NSW,2200,BANKSTOWN SQUARE
494,NSW,2200,MANAHAN
495,NSW,2203,DULWICH HILL
496,NSW,2204,MARRICKVILLE
497,NSW,2204,MARRICKVILLE METRO
498,NSW,2204,MARRICKVILLE SOUTH
499,NSW,2205,ARNCLIFFE
500,NSW,2206,CLEMTON PARK
501,NSW,2206,EARLWOOD
502,NSW,2207,BARDWELL PARK
503,NSW,2207,BARDWELL VALLEY
504,NSW,2207,BEXLEY
505,NSW,2207,BEXLEY NORTH
506,NSW,2207,BEXLEY SOUTH
507,NSW,2208,KINGSGROVE
508,NSW,2208,KINGSGROVE DC
509,NSW,2208,KINGSWAY WEST
510,NSW,2209,BEVERLY HILLS
511,NSW,2209,NARWEE
512,NSW,2210,LUGARNO
513,NSW,2210,PEAKHURST
514,NSW,2210,PEAKHURST DC
515,NSW,2210,PEAKHURST HEIGHTS
516,NSW,2210,RIVERWOOD
517,NSW,2211,PADSTOW
518,NSW,2211,PADSTOW HEIGHTS
519,NSW,2212,REVESBY
520,NSW,2212,REVESBY HEIGHTS
521,NSW,2212,REVESBY NORTH
522,NSW,2213,EAST HILLS
523,NSW,2213,PANANIA
524,NSW,2213,PICNIC POINT
525,NSW,2214,MILPERRA
526,NSW,2216,BANKSIA
527,NSW,2216,KYEEMAGH
528,NSW,2216,ROCKDALE
529,NSW,2216,ROCKDALE DC
530,NSW,2217,BEVERLEY PARK
531,NSW,2217,KOGARAH
532,NSW,2217,KOGARAH BAY
533,NSW,2217,RAMSGATE
534,NSW,2217,RAMSGATE BEACH
535,NSW,2218,ALLAWAH
536,NSW,2218,CARLTON
537,NSW,2219,DOLLS POINT
538,NSW,2219,SANDRINGHAM
539,NSW,2219,SANS SOUCI
540,NSW,2220,HURSTVILLE
541,NSW,2220,HURSTVILLE GROVE
542,NSW,2220,HURSTVILLE WESTFIELD
543,NSW,2221,CARSS PARK
544,NSW,2221,KYLE BAY
545,NSW,2221,SOUTH HURSTVILLE
546,NSW,2222,PENSHURST
547,NSW,2223,OATLEY
548,NSW,2224,KANGAROO POINT
549,NSW,2224,SYLVANIA SOUTHGATE
550,NSW,2225,OYSTER BAY
551,NSW,2226,JANNALI
552,NSW,2228,YOWIE BAY
553,NSW,2229,CARINGBAH
554,NSW,2229,CARINGBAH SOUTH
555,NSW,2229,DOLANS BAY
556,NSW,2229,LILLI PILLI
557,NSW,2229,PORT HACKING
558,NSW,2229,TAREN POINT
559,NSW,2230,GREENHILLS BEACH
560,NSW,2230,MAIANBAR
561,NSW,2231,KURNELL
562,NSW,2232,GRAYS POINT
563,NSW,2232,KAREELA
564,NSW,2232,KIRRAWEE
565,NSW,2232,KIRRAWEE DC
566,NSW,2232,LOFTUS
567,NSW,2232,ROYAL NATIONAL PARK
568,NSW,2233,ENGADINE
569,NSW,2233,HEATHCOTE
570,NSW,2233,WATERFALL
571,NSW,2233,YARRAWARRAH
572,NSW,2234,ALFORDS POINT
573,NSW,2234,BANGOR
574,NSW,2234,BARDEN RIDGE
575,NSW,2234,ILLAWONG
576,NSW,2234,LUCAS HEIGHTS
577,NSW,2234,MENAI
578,NSW,2234,MENAI CENTRAL
579,NSW,2250,CALGA
580,NSW,2250,CENTRAL MANGROVE
581,NSW,2250,EAST GOSFORD
582,NSW,2250,ERINA
583,NSW,2250,ERINA FAIR
584,NSW,2250,GLENWORTH VALLEY
585,NSW,2250,GOSFORD
586,NSW,2250,GREENGROVE
587,NSW,2250,HOLGATE
588,NSW,2250,KARIONG
589,NSW,2250,KULNURA
590,NSW,2250,LISAROW
591,NSW,2250,LOWER MANGROVE
592,NSW,2250,MANGROVE CREEK
593,NSW,2250,MANGROVE MOUNTAIN
594,NSW,2250,MATCHAM
595,NSW,2250,NARARA
596,NSW,2250,NIAGARA PARK
597,NSW,2250,NORTH GOSFORD
598,NSW,2250,PEATS RIDGE
599,NSW,2250,POINT CLARE
600,NSW,2250,POINT FREDERICK
601,NSW,2250,SOMERSBY
602,NSW,2250,SPRINGFIELD
603,NSW,2250,TASCOTT
604,NSW,2250,TEN MILE HOLLOW
605,NSW,2250,UPPER MANGROVE
606,NSW,2250,WENDOREE PARK
607,NSW,2250,WEST GOSFORD
608,NSW,2251,AVOCA BEACH
609,NSW,2251,BENSVILLE
610,NSW,2251,DAVISTOWN
611,NSW,2251,GREEN POINT
612,NSW,2251,KINCUMBER
613,NSW,2251,KINCUMBER SOUTH
614,NSW,2251,MACMASTERS BEACH
615,NSW,2251,PICKETTS VALLEY
616,NSW,2251,SARATOGA
617,NSW,2251,YATTALUNGA
618,NSW,2252,CENTRAL COAST MC
619,NSW,2256,HORSFIELD BAY
620,NSW,2256,KOOLEWONG
621,NSW,2256,LITTLE WOBBY
622,NSW,2256,PATONGA
623,NSW,2256,PEARL BEACH
624,NSW,2256,PHEGANS BAY
625,NSW,2257,DALEYS POINT
626,NSW,2257,EMPIRE BAY
627,NSW,2257,ETTALONG BEACH
628,NSW,2257,HARDYS BAY
629,NSW,2257,KILLCARE
630,NSW,2257,KILLCARE HEIGHTS
631,NSW,2257,PRETTY BEACH
632,NSW,2257,ST HUBERTS ISLAND
633,NSW,2257,UMINA BEACH
634,NSW,2257,WAGSTAFFE
635,NSW,2258,FOUNTAINDALE
636,NSW,2258,KANGY ANGY
637,NSW,2258,OURIMBAH
638,NSW,2258,PALM GROVE
639,NSW,2258,PALMDALE
640,NSW,2259,ALISON
641,NSW,2259,CEDAR BRUSH CREEK
642,NSW,2259,CHAIN VALLEY BAY
643,NSW,2259,DOORALONG
644,NSW,2259,DURREN DURREN
645,NSW,2259,FRAZER PARK
646,NSW,2259,FREEMANS
647,NSW,2259,HALLORAN
648,NSW,2259,HAMLYN TERRACE
649,NSW,2259,JILLIBY
650,NSW,2259,KANWAL
651,NSW,2259,KIAR
652,NSW,2259,KINGFISHER SHORES
653,NSW,2259,LAKE MUNMORAH
654,NSW,2259,LEMON TREE
655,NSW,2259,LITTLE JILLIBY
656,NSW,2259,MANNERING PARK
657,NSW,2259,MARDI
658,NSW,2259,POINT WOLSTONCROFT
659,NSW,2259,RAVENSDALE
660,NSW,2259,ROCKY POINT
661,NSW,2259,TACOMA
662,NSW,2259,TACOMA SOUTH
663,NSW,2259,TUGGERAH
664,NSW,2259,TUGGERAWONG
665,NSW,2259,WADALBA
666,NSW,2259,WALLARAH
667,NSW,2259,WARNERVALE
668,NSW,2259,WATANOBBI
669,NSW,2259,YARRAMALONG
670,NSW,2260,ERINA HEIGHTS
671,NSW,2260,FORRESTERS BEACH
672,NSW,2260,NORTH AVOCA
673,NSW,2260,TERRIGAL
674,NSW,2260,WAMBERAL
675,NSW,2261,BATEAU BAY
676,NSW,2261,BAY VILLAGE
677,NSW,2261,BERKELEY VALE
678,NSW,2261,CHITTAWAY BAY
679,NSW,2261,CHITTAWAY POINT
680,NSW,2261,GLENNING VALLEY
681,NSW,2261,KILLARNEY VALE
682,NSW,2261,LONG JETTY
683,NSW,2261,MAGENTA
684,NSW,2261,SHELLY BEACH
685,NSW,2261,THE ENTRANCE
686,NSW,2261,THE ENTRANCE NORTH
687,NSW,2261,TOOWOON BAY
688,NSW,2262,BLUE HAVEN
689,NSW,2262,DOYALSON
690,NSW,2262,DOYALSON NORTH
691,NSW,2262,HALEKULANI
692,NSW,2262,SAN REMO
693,NSW,2263,CANTON BEACH
694,NSW,2263,CHARMHAVEN
695,NSW,2263,GOROKAN
696,NSW,2263,LAKE HAVEN
697,NSW,2263,NORAH HEAD
698,NSW,2263,NORAVILLE
699,NSW,2263,TOUKLEY
700,NSW,2264,BALCOLYN
701,NSW,2264,DORA CREEK
702,NSW,2264,ERARING
703,NSW,2264,MANDALONG
704,NSW,2264,SILVERWATER
705,NSW,2264,YARRAWONGA PARK
706,NSW,2265,MARTINSVILLE
707,NSW,2267,WANGI WANGI
708,NSW,2278,BARNSLEY
709,NSW,2278,KILLINGWORTH
710,NSW,2278,WAKEFIELD
711,NSW,2280,BELMONT
712,NSW,2280,BELMONT NORTH
713,NSW,2280,BELMONT SOUTH
714,NSW,2280,FLORAVILLE
715,NSW,2280,JEWELLS
716,NSW,2280,MARKS POINT
717,NSW,2280,VALENTINE
718,NSW,2281,CAMS WHARF
719,NSW,2281,CATHERINE HILL BAY
720,NSW,2281,CAVES BEACH
721,NSW,2281,LITTLE PELICAN
722,NSW,2281,NORDS WHARF
723,NSW,2281,PELICAN
724,NSW,2281,PINNY BEACH
725,NSW,2282,ELEEBANA
726,NSW,2282,LAKELANDS
727,NSW,2282,WARNERS BAY
728,NSW,2283,ARCADIA VALE
729,NSW,2283,AWABA
730,NSW,2283,BALMORAL
731,NSW,2283,CAREY BAY
732,NSW,2283,COAL POINT
733,NSW,2283,FASSIFERN
734,NSW,2283,FENNELL BAY
735,NSW,2283,FISHING POINT
736,NSW,2283,KILABEN BAY
737,NSW,2283,RATHMINES
738,NSW,2283,RYHOPE
739,NSW,2283,TORONTO
740,NSW,2284,ARGENTON
741,NSW,2284,MARMONG POINT
742,NSW,2284,SPEERS POINT
743,NSW,2284,TERALBA
744,NSW,2285,CAMERON PARK
745,NSW,2285,CARDIFF
746,NSW,2285,CARDIFF HEIGHTS
747,NSW,2285,CARDIFF SOUTH
748,NSW,2285,EDGEWORTH
749,NSW,2285,GLENDALE
750,NSW,2285,MACQUARIE HILLS
751,NSW,2286,HOLMESVILLE
752,NSW,2286,SEAHAMPTON
753,NSW,2286,WEST WALLSEND
754,NSW,2287,BIRMINGHAM GARDENS
755,NSW,2287,ELERMORE VALE
756,NSW,2287,FLETCHER
757,NSW,2287,MARYLAND
